GEOID,NAME,total_pop,pct_nh_white,pct_nh_black,pct_nh_native,pct_nh_asian,pct_hispanic,pct_in_pov,pct_high_school_or_higher,pct_bachelor_or_higher,per_capita_income,median_household_income,median_age,r95_to_r5,r85_to_r15,total_sales,prd,prd_lower_ci,prd_upper_ci,prb,prb_lower_ci,prb_upper_ci,r95rank,r85rank,prdrank,prbrank,density_bin
28131,"Stone County, Mississippi",17981,0.768255381,0.192314109,0.004115455,0,0.01918692,0.17270211,0.825588361,0.149679076,21615,46283,37.4,0.118673899,0.688184775,15,1.4961,0.7236,2.2687,-1.5106,-2.3791,-0.6421,30,665,112,2593,"0-50,000"
16061,"Lewis County, Idaho",3824,0.856171548,0.001046025,0.067730126,0.007845188,0.043410042,0.152722444,0.897473997,0.163447251,23285,40313,48.1,0.042270861,0.281695534,173,2.8566,2.3033,3.4099,-1.3469,-2.62,-0.0739,11,21,11,2590,"0-50,000"
28157,"Wilkinson County, Mississippi",9084,0.279282255,0.710149714,0,6.61E-04,0.002862175,0.387261623,0.698478123,0.149334179,12722,23340,37.3,0.186934056,0.345924803,13,1.4017,1.056,1.7475,-0.9333,-2.3107,0.4441,47,32,176,2580,"0-50,000"
26003,"Alger County, Michigan",9254,0.841582019,0.071860817,0.032742598,0.001080614,0.014156041,0.129759884,0.892721918,0.177534708,21771,42647,49.3,0.07449372,0.117047144,552,2.4017,2.114,2.6894,-0.7488,-1.0864,-0.4112,22,7,18,2575,"0-50,000"
48229,"Hudspeth County, Texas",3702,0.184764992,0.014856834,0,0.011885467,0.78363047,0.355905006,0.509572301,0.076171079,12543,26346,38.8,0.030811156,0.199551005,28,2.2517,1.6901,2.8134,-0.7423,-1.4184,-0.0661,7,14,27,2574,"0-50,000"
28139,"Tippah County, Mississippi",21993,0.77338244,0.165552676,0,0.004637839,0.046651207,0.228094511,0.776092402,0.144795436,19780,39351,38.6,0.244620742,0.365677439,13,1.3051,1.1026,1.5076,-0.5886,-1.037,-0.1401,79,37,300,2565,"0-50,000"
46103,"Pennington County, South Dakota",108126,0.805245732,0.010728224,0.080036254,0.011181399,0.048092041,0.140432597,0.935218853,0.295527244,28910,52245,37.8,0.198241118,0.198241118,10,1.6824,1.4298,1.9349,-0.5375,-0.8012,-0.2737,52,13,61,2561,"50,001-250,000"
18139,"Rush County, Indiana",16765,0.960990158,0.013659409,0,8.35E-04,0.015150611,0.183199177,0.84764711,0.148193084,23749,47955,41.6,0.246667374,0.368299375,1227,1.4137,1.3439,1.4834,-0.4285,-0.4831,-0.3738,81,38,162,2557,"0-50,000"
51740,"Portsmouth city, Virginia",95536,0.383426143,0.521447412,0.003851951,0.012497907,0.040728102,0.17672311,0.860072129,0.218545758,24291,48727,35.2,0.389867901,0.574136793,13257,1.1623,1.1538,1.1709,-0.4176,-0.4305,-0.4048,294,285,759.5,2555,"50,001-250,000"
26163,"Wayne County, Michigan",1763822,0.49675931,0.389128268,0.002559782,0.031087037,0.057248974,0.237424809,0.855865953,0.228235467,24847,43702,37.9,0.171756052,0.318956528,218975,1.6277,1.6213,1.6341,-0.4168,-0.4219,-0.4116,40,24,71,2554,"Over 1,000,000"
13265,"Taliaferro County, Georgia",1844,0.337310195,0.615509761,0,0.003253796,0.042299349,0.310494834,0.69140338,0.068332109,17939,30500,43.3,0.099696468,0.540902764,51,1.8317,1.3442,2.3192,-0.4093,-0.65,-0.1686,26,213,44,2553,"0-50,000"
18009,"Blackford County, Indiana",12214,0.959636483,0.002374325,0.002046832,0.004503029,0.01506468,0.128335983,0.877119628,0.111498258,22328,40622,43.7,0.239705815,0.350549106,881,1.4488,1.3924,1.5051,-0.4083,-0.4707,-0.346,72,33,134,2552,"0-50,000"
1085,"Lowndes County, Alabama",10362,0.242713762,0.743871839,8.69E-04,0,0.006851959,0.302275613,0.759660297,0.137438075,18976,29785,40.7,0.242305367,0.368360478,142,1.3797,1.1993,1.5601,-0.4078,-0.5709,-0.2447,76,39,205,2551,"0-50,000"
54109,"Wyoming County, West Virginia",22130,0.973700859,0.008630818,1.81E-04,0.003072752,0.002530502,0.222039699,0.783592913,0.093322404,20474,37644,43.8,0.173603203,0.390899654,92,1.3691,1.2878,1.4504,-0.3943,-0.5551,-0.2336,42,45,215,2548,"0-50,000"
54009,"Brooke County, West Virginia",23067,0.957515065,0.017080678,4.34E-05,0.004421901,0.008887155,0.130153524,0.907339394,0.199169125,25630,48835,46.2,0.390834844,0.322414671,27,1.4061,1.2499,1.5623,-0.393,-0.6944,-0.0916,297,25,169,2546,"0-50,000"
1121,"Talladega County, Alabama",80888,0.631181387,0.321481555,0.002905252,0.005513797,0.022141727,0.193020973,0.805019339,0.135572073,21382,39219,40.6,0.185674363,0.422246906,4034,1.4818,1.4505,1.5132,-0.3916,-0.4385,-0.3447,45,61,118,2545,"50,001-250,000"
8025,"Crowley County, Colorado",5514,0.623685165,0.042981502,0.010881393,0.003808487,0.307036634,0.246434417,0.848700968,0.081253184,14393,35292,38.2,0.150077532,0.337169785,494,1.7636,1.629,1.8982,-0.3884,-0.4398,-0.3371,33,28,52,2544,"0-50,000"
51530,"Buena Vista city, Virginia",6495,0.883448807,0.025404157,0,0.073133179,0.007082371,0.20758483,0.831366765,0.163470993,17969,33672,36.4,0.355959507,0.485395948,471,1.2183,1.1899,1.2468,-0.3781,-0.4459,-0.3104,220,118,502,2542,"0-50,000"
26065,"Ingham County, Michigan",286185,0.705983892,0.10645212,0.002529832,0.06027919,0.075957859,0.209293814,0.924322594,0.384370907,27399,49109,31.7,0.297423907,0.538831219,32130,1.3243,1.2967,1.3519,-0.3678,-0.3756,-0.3601,139,210,267,2539,"250,001-1,000,000"
23021,"Piscataquis County, Maine",16960,0.953891509,0.003832547,0.006603774,0.006426887,0.013561321,0.187462363,0.904198562,0.178303565,23464,38797,50.7,0.353614525,0.423622818,17,1.3305,1.182,1.479,-0.3671,-0.6422,-0.0919,215,65,263,2538,"0-50,000"
51730,"Petersburg city, Virginia",32037,0.150014046,0.756094516,0.002684396,0.010706371,0.046571152,0.275675159,0.805960742,0.174815415,21992,33939,38.3,0.292998406,0.364790613,2168,1.4114,1.3818,1.441,-0.3626,-0.3898,-0.3353,133,36,163.5,2537,"0-50,000"
54043,"Lincoln County, West Virginia",21241,0.980038605,0.005461136,0.00150652,0.002306859,0.00607316,0.248807894,0.791800428,0.089285714,19321,37075,42.7,0.334371134,0.246217632,61,1.5854,1.4274,1.7434,-0.3574,-0.5634,-0.1514,188,18,88,2536,"0-50,000"
38051,"McIntosh County, North Dakota",2680,0.951492537,0,0.002985075,0.010074627,0.021641791,0.098558629,0.802480916,0.171755725,31133,46012,53.5,0.074045285,0.179098706,378,2.2221,1.9502,2.4939,-0.3481,-0.4753,-0.2209,21,11,29,2534,"0-50,000"
8079,"Mineral County, Colorado",834,0.838129496,0.01558753,0,0.003597122,0.125899281,0.119904077,0.964187328,0.392561983,33018,50385,58.5,0.224489822,0.473294976,187,1.2829,1.2098,1.356,-0.3386,-0.4462,-0.2309,59,106,341,2533,"0-50,000"
26121,"Muskegon County, Michigan",172707,0.765342459,0.134557372,0.005101125,0.005199558,0.054496923,0.185450968,0.899409044,0.185911271,22829,46077,39.1,0.305052097,0.506976786,14911,1.2785,1.2719,1.2851,-0.336,-0.3464,-0.3256,144,152,351,2532,"50,001-250,000"
17151,"Pope County, Illinois",4360,0.904587156,0.048853211,0.001605505,0.010321101,0.019266055,0.127338129,0.865706729,0.131060829,22191,41139,52.2,0.263541,0.74114201,20,1.2079,1.0013,1.4145,-0.3355,-0.7177,0.0466,99,932,537,2531,"0-50,000"
42103,"Pike County, Pennsylvania",55687,0.811284501,0.056709825,0.001149281,0.012103363,0.1033814,0.098958144,0.915948489,0.265255077,31156,63417,47,0.312306181,0.474964954,5577,1.2771,1.255,1.2992,-0.3352,-0.3539,-0.3165,158,107,353,2530,"50,001-250,000"
26049,"Genesee County, Michigan",410881,0.725149131,0.198186336,0.003696934,0.010353363,0.033063101,0.200262154,0.89950724,0.204187917,25180,45231,40.1,0.326997677,0.506636566,47987,1.2594,1.2545,1.2643,-0.3113,-0.3176,-0.305,172,150,390,2525,"250,001-1,000,000"
26067,"Ionia County, Michigan",64147,0.883470778,0.047297613,0.002385147,0.003819352,0.046767581,0.131417077,0.901257148,0.161716019,22715,51980,38.7,0.357263179,0.552845956,4917,1.2117,1.1942,1.2293,-0.3111,-0.3302,-0.292,224,232,529,2524,"50,001-250,000"
26145,"Saginaw County, Michigan",193803,0.697037714,0.18144714,0.002069111,0.011976079,0.082826375,0.176504148,0.888119525,0.211186531,25348,45034,40.8,0.319461832,0.553144691,17886,1.2647,1.2446,1.2848,-0.3018,-0.3116,-0.292,164,234,381,2522,"50,001-250,000"
29510,"St. Louis city, Missouri",314867,0.429228849,0.474663906,0.002242217,0.030838417,0.039000594,0.249898697,0.856918975,0.341181334,26739,38664,35.2,0.261429404,0.43158109,41644,1.4276,1.4158,1.4393,-0.3004,-0.3069,-0.294,96,69,155,2521,"250,001-1,000,000"
26157,"Tuscola County, Michigan",53569,0.936623794,0.01133118,0.002613452,0.003098807,0.032481472,0.158748662,0.892676368,0.137851946,23573,45495,44.1,0.271121433,0.404803075,4287,1.3059,1.2866,1.3251,-0.2968,-0.3255,-0.268,107,50,297,2520,"50,001-250,000"
28001,"Adams County, Mississippi",31583,0.369027641,0.528068898,0.001773106,0.006237533,0.084444163,0.341830425,0.795409776,0.173988731,17721,30359,40.3,0.347927216,0.423547653,91,1.238,1.1162,1.3598,-0.2918,-0.4959,-0.0877,207,64,439.5,2519,"0-50,000"
42107,"Schuylkill County, Pennsylvania",144287,0.917088858,0.026086896,0.00131682,0.00494154,0.038367975,0.125119577,0.883030786,0.159800072,25224,47642,44.2,0.315322893,0.423048988,14452,1.3896,1.3695,1.4097,-0.2887,-0.2974,-0.2799,160,62,193,2518,"50,001-250,000"
1011,"Bullock County, Alabama",10478,0.216071769,0.756346631,0.010498187,0.006966978,0.003340332,0.284545545,0.713569202,0.134200895,20856,29655,40.8,0.065882239,0.495362406,21,3.5235,1.2652,5.7818,-0.2881,-0.5303,-0.0459,18,130,6,2517,"0-50,000"
38063,"Nelson County, North Dakota",2971,0.96735106,0,0.00336587,0,0.025244026,0.084053961,0.916777335,0.204957946,33599,52417,52.5,0.250847893,0.462282852,66,1.2931,1.0868,1.4994,-0.288,-0.4913,-0.0848,86,91,324,2516,"0-50,000"
34033,"Salem County, New Jersey",63776,0.750658555,0.131052434,0.001583668,0.009219769,0.082727045,0.141721452,0.870697045,0.210196255,31681,63934,41.9,0.382009697,0.577415289,5703,1.166,1.1473,1.1847,-0.2807,-0.3005,-0.2609,278,290,737,2513,"50,001-250,000"
42089,"Monroe County, Pennsylvania",167306,0.67569603,0.130342008,0.002402783,0.022139075,0.149307257,0.111051805,0.892418634,0.239885531,27439,61430,42.6,0.282405092,0.512031611,23580,1.2982,1.2792,1.3173,-0.2772,-0.2876,-0.2669,121,159,310,2511,"50,001-250,000"
42087,"Mifflin County, Pennsylvania",46452,0.961250323,0.00645828,8.40E-04,0.005640231,0.014423491,0.134669858,0.843259706,0.122008245,23568,46286,43.6,0.415688689,0.468595478,2977,1.2154,1.2056,1.2252,-0.2767,-0.2949,-0.2585,354,100,516,2510,"0-50,000"
13063,"Clayton County, Georgia",274150,0.112474922,0.67715849,0.002360022,0.052755791,0.131927777,0.218610229,0.840901538,0.190805403,19498,44106,32.4,0.070136185,0.344883816,35399,2.1652,2.1415,2.1889,-0.2743,-0.2832,-0.2654,20,31,30,2509,"250,001-1,000,000"
18045,"Fountain County, Indiana",16620,0.955595668,0.003610108,0.001744886,0.001022864,0.024187726,0.126295656,0.884625379,0.143525336,25383,46669,43,0.316869498,0.477067708,1129,1.248,1.224,1.2719,-0.2696,-0.3087,-0.2305,161,110,417,2507,"0-50,000"
22065,"Madison Parish, Louisiana",11616,0.34142562,0.63481405,8.61E-04,0,0.019886364,0.36442054,0.752567937,0.134052789,15134,29424,35.1,0.351378998,0.41315861,406,1.3373,1.2817,1.3929,-0.2694,-0.3126,-0.2261,212,53,253,2506,"0-50,000"
16025,"Camas County, Idaho",886,0.904063205,0,0,0,0.09255079,0.223476298,0.90507365,0.206219313,29193,36667,47,0.285237501,0.08602496,86,1.4382,1.2993,1.577,-0.2684,-0.4436,-0.0932,127,3,145,2505,"0-50,000"
42047,"Elk County, Pennsylvania",30781,0.975569345,0.005003086,0.002339105,0.004450798,0.007569605,0.093772652,0.919785147,0.185421938,27163,49876,46.7,0.39695369,0.400268121,566,1.2344,1.2102,1.2587,-0.2676,-0.3136,-0.2215,312,46,450,2504,"0-50,000"
42051,"Fayette County, Pennsylvania",133160,0.920937218,0.03924602,4.96E-04,0.002027636,0.010829078,0.188447637,0.879320475,0.154233112,24247,41632,44.6,0.373045819,0.524578019,9760,1.2416,1.2151,1.2682,-0.2643,-0.2752,-0.2534,261,178,429,2501,"50,001-250,000"
26045,"Eaton County, Michigan",108586,0.833910449,0.064667637,0.00518483,0.020941926,0.051921979,0.109219207,0.935751598,0.261169888,30064,59244,40.9,0.438160317,0.672861323,12069,1.1197,1.1135,1.126,-0.2593,-0.2717,-0.2468,427,593,1014,2500,"50,001-250,000"
18075,"Jay County, Indiana",21107,0.950964135,0.003316435,0.001373952,0.005258919,0.030179561,0.179046054,0.828346911,0.104534641,20193,42878,39.8,0.304077126,0.459666489,1337,1.3738,1.3323,1.4154,-0.258,-0.2933,-0.2226,143,89,212,2499,"0-50,000"
40025,"Cimarron County, Oklahoma",2221,0.77712742,0.003151733,0.005853219,0.001800991,0.208464656,0.158852981,0.855867347,0.212372449,28461,44667,44.6,0.150991003,0.512913041,195,1.7063,1.3494,2.0632,-0.2562,-0.3128,-0.1997,34,160,58,2498,"0-50,000"
5017,"Chicot County, Arkansas",11008,0.391442587,0.54115189,0.003997093,0.004996366,0.051871366,0.294271337,0.80223058,0.131759824,20560,32412,43.3,0.044565951,0.113261426,1344,3.2275,3.0767,3.3782,-0.2549,-0.2732,-0.2367,13,5,7,2497,"0-50,000"
39101,"Marion County, Ohio",65483,0.887024113,0.051662263,0.00106898,0.005253272,0.025014126,0.165629311,0.871251404,0.13486302,22579,44708,40.8,0.338676854,0.523494718,4375,1.226,1.2183,1.2336,-0.254,-0.2744,-0.2337,199,175,470.5,2496,"50,001-250,000"
26155,"Shiawassee County, Michigan",68617,0.943060758,0.003920311,0.002069458,0.004503257,0.028506055,0.13093355,0.921508943,0.162377194,25218,50967,42,0.331901015,0.515577689,7548,1.2195,1.2063,1.2327,-0.2534,-0.2722,-0.2347,187,163,499,2495,"50,001-250,000"
51620,"Franklin city, Virginia",8334,0.373410127,0.588792897,0,0.00287977,0.007079434,0.165955371,0.819054266,0.252835456,24820,38760,38.7,0.356479438,0.606226561,740,1.1865,1.1536,1.2193,-0.2499,-0.289,-0.2108,222,372,634,2494,"0-50,000"
26075,"Jackson County, Michigan",158989,0.84979464,0.082181786,0.0031889,0.007409318,0.033989773,0.151857423,0.904458657,0.211111416,25952,49715,41,0.337488022,0.502695108,17088,1.2468,1.2406,1.2529,-0.2489,-0.2592,-0.2385,194,141,419.5,2492.5,"50,001-250,000"
28017,"Chickasaw County, Mississippi",17305,0.504882982,0.432938457,0.001329096,0.001040162,0.044206877,0.229105443,0.745188063,0.117693802,19609,33579,37,0.25214075,0.427846429,322,1.3972,1.3219,1.4725,-0.2489,-0.3152,-0.1825,88,67,184,2492.5,"0-50,000"
48137,"Edwards County, Texas",2111,0.430601611,0,4.74E-04,0,0.56892468,0.07,0.74953271,0.20623053,28968,48462,49.1,0.132824071,0.136418101,42,2.2678,1.1771,3.3586,-0.2475,-0.5202,0.0252,31,8,25,2491,"0-50,000"
51670,"Hopewell city, Virginia",22353,0.487853979,0.399946316,0.001073681,0.01297365,0.073189281,0.211916323,0.810722989,0.151096669,22668,40712,36.5,0.297060072,0.472377823,3262,1.2878,1.2524,1.3231,-0.2407,-0.264,-0.2175,138,105,331,2486,"0-50,000"
36035,"Fulton County, New York",53955,0.931757946,0.01805208,0.001593921,0.007191178,0.028319896,0.160264424,0.869550594,0.176709529,26298,48033,43.4,0.397494402,0.462846948,2752,1.2284,1.2131,1.2437,-0.2396,-0.2581,-0.2212,313,92,466,2484,"50,001-250,000"
42121,"Venango County, Pennsylvania",52880,0.960816944,0.008585477,3.40E-04,0.003706505,0.010854766,0.136228908,0.895902345,0.171835468,25190,46487,46,0.366480168,0.533595016,4123,1.2198,1.1995,1.24,-0.2393,-0.257,-0.2215,241,198,497,2483,"50,001-250,000"
18119,"Owen County, Indiana",20957,0.964451019,0.004485375,0.002863005,0.004533092,0.011642888,0.156121611,0.853495074,0.126734133,24220,48315,44.6,0.328212677,0.454551629,1535,1.2752,1.2527,1.2976,-0.2379,-0.2743,-0.2014,174,86,357,2482,"0-50,000"
54095,"Tyler County, West Virginia",8949,0.979550788,0.001787909,0.001564421,0.005587216,0.00257012,0.163837972,0.887661142,0.135512584,24599,40902,46.5,0.546807742,0.316187576,25,1.235,1.0805,1.3894,-0.2368,-0.507,0.0335,784,23,448,2481,"0-50,000"
5077,"Lee County, Arkansas",9614,0.40680258,0.568545871,0.00145621,0.00104015,0.013833992,0.273092874,0.700275642,0.083998259,15610,27901,41.9,0.193818151,0.41656346,506,2.5125,2.281,2.7441,-0.2327,-0.2801,-0.1854,51,54,17,2480,"0-50,000"
18171,"Warren County, Indiana",8269,0.964687387,0.004716411,0.002418672,1.21E-04,0.015358568,0.094670145,0.909710392,0.193696763,29312,58950,44.6,0.274196167,0.412477203,772,1.4923,1.3779,1.6067,-0.232,-0.2821,-0.1819,111,52,114,2477.5,"0-50,000"
18111,"Newton County, Indiana",14056,0.915267501,0.001280592,0.001494024,0.005976096,0.061112692,0.139949294,0.861040673,0.109646009,24315,52193,42.5,0.401935673,0.479234495,1354,1.231,1.2088,1.2531,-0.232,-0.2653,-0.1987,325,111,461,2477.5,"0-50,000"
42021,"Cambria County, Pennsylvania",135871,0.930132258,0.031507827,4.42E-04,0.004923788,0.015426397,0.156471211,0.907562332,0.209416037,24838,44943,45,0.357124958,0.463221577,11814,1.2652,1.2504,1.28,-0.2297,-0.2405,-0.2189,223,93,378,2476,"50,001-250,000"
13131,"Grady County, Georgia",25048,0.583479719,0.281858831,0.004591185,0.005429575,0.110627595,0.253663262,0.777080249,0.137222387,20864,39462,39.7,0.07920358,0.065956185,1304,2.6679,2.5498,2.7861,-0.2257,-0.2479,-0.2036,23,1,12,2475,"0-50,000"
17189,"Washington County, Illinois",14260,0.962061711,0.005259467,0.002945302,0.004067321,0.014025245,0.097310409,0.920897285,0.201987407,29687,54520,43,0.030522918,0.187092101,1829,2.2223,2.0735,2.3711,-0.2256,-0.2491,-0.2021,6,12,28,2474,"0-50,000"
5147,"Woodruff County, Arkansas",6763,0.692000591,0.274730149,0,0.014786337,0.004879491,0.25973438,0.770872177,0.113942407,19987,30097,45.3,0.249070804,0.496746214,765,2.3376,1.7387,2.9366,-0.2253,-0.2517,-0.1989,83,132,20,2473,"0-50,000"
40005,"Atoka County, Oklahoma",13899,0.718037269,0.036981078,0.113821138,0.006547234,0.033743435,0.198117069,0.828296419,0.145622024,19439,37106,40.8,0.186153485,0.528577968,817,1.9993,1.7025,2.296,-0.2212,-0.2521,-0.1902,46,190,35,2471,"0-50,000"
1047,"Dallas County, Alabama",40755,0.277413814,0.701827997,3.93E-04,0.004490247,0.010035578,0.318910296,0.812842192,0.141867481,18248,30065,39.3,0.336322214,0.436362992,1267,1.3379,1.3091,1.3666,-0.2184,-0.257,-0.1797,192,72,251,2470,"0-50,000"
26147,"St. Clair County, Michigan",159761,0.913495784,0.020461815,0.001452169,0.006753839,0.032310764,0.133226162,0.900858913,0.180157497,27807,53641,43.2,0.386171641,0.630242873,19424,1.1815,1.1744,1.1886,-0.2182,-0.2277,-0.2088,288,446,658,2469,"50,001-250,000"
40055,"Greer County, Oklahoma",6018,0.753572615,0.08408109,0.02625457,0,0.110003323,0.192338548,0.851048951,0.143123543,20073,35898,39.6,0.357469424,0.496965213,811,1.3193,1.2579,1.3807,-0.2173,-0.2489,-0.1857,225,133,273,2467,"0-50,000"
5021,"Clay County, Arkansas",15190,0.957669519,0.00684661,0.004739961,0,0.019025675,0.222525825,0.785412956,0.106590419,19171,32219,43.4,0.250663828,0.455896913,1950,1.7438,1.5424,1.9452,-0.2168,-0.2381,-0.1954,85,88,55,2466,"0-50,000"
18165,"Vermillion County, Indiana",15644,0.968230632,0.00421887,0.002748658,0.00198159,0.011378164,0.134426443,0.904740159,0.129874874,23891,45440,43.2,0.310928729,0.468973114,1463,1.3256,1.2923,1.359,-0.2146,-0.2504,-0.1788,153,101,266,2465,"0-50,000"
40067,"Jefferson County, Oklahoma",6270,0.785805423,0.01291866,0.069218501,0.001116427,0.099521531,0.20854477,0.8218699,0.124737701,19130,35933,42.4,0.229885825,0.584723558,534,1.6105,1.4142,1.8067,-0.213,-0.2589,-0.167,64,308,78,2463,"0-50,000"
33007,"Coos County, New Hampshire",32119,0.935832373,0.023008188,0.004265388,0.005666428,0.017092687,0.133139748,0.882746249,0.182526093,25895,45386,48,0.424436013,0.691254752,1615,1.149,1.1314,1.1665,-0.2109,-0.2418,-0.1799,376,684,829,2460,"0-50,000"
38005,"Benson County, North Dakota",6875,0.4128,0,0.557236364,0.001309091,0.009018182,0.3325022,0.846821547,0.154199643,21658,44500,30.7,0.217877154,0.808330598,86,1.6658,1.0327,2.2989,-0.2107,-0.3173,-0.1041,57,1350,66,2459,"0-50,000"
18023,"Clinton County, Indiana",32455,0.829979972,0.0057002,0.001817902,0.00277307,0.151964258,0.132516774,0.862198618,0.15683602,23722,51659,38.2,0.436005297,0.721012313,2329,1.1262,1.1191,1.1332,-0.2105,-0.2361,-0.185,422,840,964.5,2458,"0-50,000"
29079,"Grundy County, Missouri",10111,0.946493918,0.003362674,0.010285827,0.002571457,0.020769459,0.204897959,0.868212504,0.179043146,22014,41092,40.9,0.344748904,0.582886407,200,1.3464,1.1408,1.552,-0.2098,-0.2541,-0.1655,204,301,242,2457,"0-50,000"
17059,"Gallatin County, Illinois",5226,0.958476847,0.002678913,0.004975124,0.002870264,0.011098354,0.166024653,0.874433484,0.128232471,24538,42450,44.8,0.151765136,0.432570172,455,2.1502,1.5823,2.7181,-0.206,-0.2535,-0.1586,35,70,31,2454,"0-50,000"
13045,"Carroll County, Georgia",114898,0.711108984,0.186565475,0.002637122,0.007841738,0.066824488,0.186348541,0.825530669,0.196072419,23139,46844,34.4,0.39547192,0.636909094,16592,1.1902,1.1798,1.2006,-0.2058,-0.2149,-0.1966,307,469,614,2452,"50,001-250,000"
26001,"Alcona County, Michigan",10413,0.959953904,0.003169116,0.005473927,0.004225487,0.014116969,0.148689467,0.884253819,0.151703878,24463,39424,57.9,0.057187148,0.371015577,2034,2.6537,2.5226,2.7848,-0.2048,-0.2249,-0.1847,15,41,13,2449.5,"0-50,000"
8023,"Costilla County, Colorado",3628,0.320837927,0.003583241,5.51E-04,0.014884234,0.637816979,0.295755237,0.778490566,0.208679245,20737,29000,51,0.343554575,0.572045961,287,1.1874,1.1121,1.2628,-0.2046,-0.2866,-0.1225,200,277,630,2448,"0-50,000"
38065,"Oliver County, North Dakota",1822,0.91492865,0.003841932,0.026893524,0.003841932,0.036772777,0.031404959,0.887229276,0.195668409,38604,71500,50.1,0.376303861,0.521722803,52,1.3087,1.08,1.5374,-0.2044,-0.3803,-0.0285,268,171,293,2446,"0-50,000"
5095,"Monroe County, Arkansas",7420,0.543665768,0.407816712,0,0.004986523,0.025471698,0.285597604,0.776622376,0.093202388,20486,31584,46.1,0.173442746,0.469661993,693,3.2003,2.69,3.7105,-0.2041,-0.2315,-0.1767,41,103,8,2445,"0-50,000"
8055,"Huerfano County, Colorado",6498,0.641889812,0.001846722,0.00307787,9.23E-04,0.347337642,0.147908445,0.904900817,0.236289382,25547,35801,54.9,0.374030291,0.518373182,975,1.3336,1.2358,1.4315,-0.2019,-0.2344,-0.1694,264,165,261,2444,"0-50,000"
12007,"Bradford County, Florida",26775,0.745210084,0.190887021,0.003286648,0.005938375,0.038132586,0.187858059,0.781820061,0.104180662,19656,46106,40.9,0.344134957,0.560718934,1943,1.8484,1.7904,1.9064,-0.1997,-0.2221,-0.1774,202,256,43,2440.5,"0-50,000"
13255,"Spalding County, Georgia",64192,0.593718843,0.333406032,0.004034771,0.009378116,0.043478938,0.216401671,0.805547195,0.162016993,21675,42398,38.9,0.254226713,0.483914763,9200,1.5594,1.5131,1.6056,-0.1997,-0.2119,-0.1874,91,116,96,2440.5,"50,001-250,000"
48505,"Zapata County, Texas",14415,0.052237253,0,0,0.007075963,0.940686785,0.340554896,0.554020413,0.114388847,17817,34550,29.4,0.247631126,0.521906416,99,1.6266,1.2659,1.9872,-0.199,-0.3125,-0.0854,82,172,72,2439,"0-50,000"
40075,"Kiowa County, Oklahoma",9127,0.749424784,0.032431248,0.045359921,0.004053906,0.111646762,0.238552855,0.846872526,0.170863025,23076,38191,43.1,0.261555352,0.548207991,1106,1.4949,1.3272,1.6626,-0.1987,-0.2231,-0.1743,97,225,113,2438,"0-50,000"
18071,"Jackson County, Indiana",43779,0.892962379,0.010781425,0.00308367,0.018547706,0.064391603,0.155591951,0.869299165,0.15865986,23260,49080,38.2,0.449922989,0.606810228,4099,1.1433,1.1304,1.1563,-0.1974,-0.2133,-0.1815,455,374,851,2437,"0-50,000"
8017,"Cheyenne County, Colorado",2127,0.800188058,4.70E-04,0,0.030559473,0.149036201,0.117958594,0.903396226,0.218867925,23698,54907,35.8,0.163171603,0.727739624,186,1.8604,1.2406,2.4802,-0.197,-0.2424,-0.1516,39,864,42,2436,"0-50,000"
26099,"Macomb County, Michigan",864019,0.802401336,0.109483703,0.00249763,0.036827894,0.024970516,0.118200568,0.892882064,0.242225298,29740,58175,41,0.408585127,0.665125769,119315,1.1849,1.1813,1.1884,-0.1954,-0.1989,-0.192,339,570,637,2433.5,"250,001-1,000,000"
28163,"Yazoo County, Mississippi",27496,0.358233925,0.56400931,0.001854815,0.003818737,0.056408205,0.364859077,0.763956744,0.142943405,16927,28330,35.7,0.396783409,0.570449723,446,1.2975,1.1174,1.4776,-0.1954,-0.2432,-0.1477,311,275,314.5,2433.5,"0-50,000"
32023,"Nye County, Nevada",43296,0.772011271,0.030164449,0.014689579,0.016398744,0.14179139,0.17279042,0.852346982,0.114681374,23740,44225,51.6,0.329887476,0.529400113,1303,1.6693,1.5207,1.8179,-0.1951,-0.2222,-0.1679,181,192,64,2431,"0-50,000"
18153,"Sullivan County, Indiana",20900,0.921196172,0.037320574,0.001722488,0.007894737,0.01722488,0.156321594,0.865101659,0.124799358,22239,45031,41.4,0.311158256,0.486560243,2194,1.4623,1.3969,1.5277,-0.1949,-0.218,-0.1718,154,121,130,2430,"0-50,000"
5107,"Phillips County, Arkansas",19518,0.345732145,0.627625781,1.02E-04,5.12E-04,0.017317348,0.329672038,0.758211825,0.113203012,17287,26652,38.2,0.294543569,0.529313528,1301,1.6215,1.4782,1.7648,-0.1945,-0.2214,-0.1677,135,191,74,2429,"0-50,000"
40057,"Harmon County, Oklahoma",2758,0.589920232,0.073604061,0.002900653,0.012327774,0.279187817,0.160997732,0.799795187,0.225294419,21620,38264,42.4,0.276948771,0.613403973,317,1.3886,1.2593,1.5178,-0.1941,-0.2394,-0.1489,113,399,195,2428,"0-50,000"
18143,"Scott County, Indiana",23722,0.958435208,0.002866537,0.001939128,0.004004721,0.020866706,0.137430168,0.848999692,0.129270545,24186,49243,40.7,0.35878462,0.579009134,1769,1.2168,1.1926,1.2409,-0.1933,-0.2232,-0.1634,227,293,509,2427,"0-50,000"
